-0.696833	0.00317901
-0.740743	-0.390602
-0.714974	-0.41656
-0.733117	-0.409957
-0.821003	-0.127231
-0.548577	-0.251936
-0.651405	-0.488215
-0.532802	-0.194675
-0.6404	-0.168645
-0.806842	-0.320975
-0.899247	-0.236871
-0.782462	-0.217514
-0.864263	-0.153983
-0.807087	-0.288389
-0.615973	-0.0392745
-0.0519412	0.477306
-0.112138	0.774888
0.242002	0.531139
-0.184154	0.798717
-0.0921622	0.751491
-0.0943031	0.783481
-0.179962	0.872086
-0.183254	0.887459
-0.391727	0.879102
-0.35564	0.845837
-0.268485	0.8085
-0.419228	0.835224
-0.505574	0.874637
-0.546156	0.871867
-0.59726	0.804065
-0.650299	0.765914
-0.706302	0.777821
-0.723243	0.747952
-0.728822	0.751593
-0.792513	0.729534
-0.768476	0.720059
-0.462338	0.128621
-0.61103	-0.104981
-0.726261	-0.0122494
-0.811302	0.143939
-0.800682	0.219219
-0.929676	0.327106
-0.993333	0.499805
-0.774137	0.458699
-0.759143	0.518671
-0.563281	0.40302
-0.406699	0.351677
-0.184814	0.273067
-0.53737	0.642614
-0.725125	0.823635
-0.564979	0.835305
-0.279231	0.83431
-0.215019	0.833563
-0.218945	0.850708
-0.267162	0.857218
-0.290267	0.862135
-0.389474	0.909871
-0.628081	0.873765
-0.324179	0.681055
0.0200196	0.62205
-0.119527	0.69578
-0.263475	0.80221
-0.306291	0.963174
-0.385484	1.09786
-0.505819	1.05208
-0.617474	0.995037
-0.656	0.976657
-0.586239	0.495387
-0.485569	0.0220273
-0.493967	-0.0346011
-0.385317	-0.112267
-0.332474	-0.0831375
-0.326825	-0.0417372
-0.295329	0.0169246
-0.302508	0.246952
0.0208222	0.380196
0.226639	0.523274
0.494979	0.521229
0.511654	0.674427
0.231824	0.663781
0.0749863	0.786893
0.162158	0.608554
0.146553	0.497972
0.0920565	0.370259
0.129135	0.272434
-0.0619443	0.369398
-0.304228	0.400029
-0.481269	0.483792
-0.452681	0.489686
-0.272568	0.476988
-0.0378107	0.749535
0.0788506	0.589128
0.0695727	0.593522
0.332609	0.558151
0.419404	0.484158
0.276488	0.354544
0.0580717	0.246475
-0.199417	0.324565
-0.156833	-0.0625819
0.0686672	-0.116564
-0.0292803	0.0987975
-0.376569	0.334927
-0.446888	0.0523494
-0.546852	0.1016
-0.360233	0.21435
-0.442944	0.509574
-0.407018	0.411771
-0.446117	0.395673
-0.368167	0.506218
-0.4407	0.38622
-0.427355	0.108559
-0.54945	0.303297
-0.404461	0.492837
-0.126633	0.372072
0.0387448	0.375215
0.0316106	0.541407
-0.148496	0.437575
-0.355389	-0.0194557
